gyroX,gyroY,gyroZ,Time
6.2510763620189e-06,-3.0349349360789e-06,6.2943900947028e-06,0
-0.0014204107227028,-0.0013996466542768,-0.0013892340867008,0.050000000745058
-0.0009550677713679,-0.00096381495098679,-0.00093008795573897,0.10000000149012
-0.0003056893232871,-0.00032531634058287,-0.00029060383436114,0.15000000596046
-0.00038447076378082,-0.00037646394867099,-0.00037206341756262,0.20000000298023
-0.0019065296027562,-0.0018960458217112,-0.001878041274125,0.25
-0.0019899901062198,-0.0020037350072144,-0.0020062081911235,0.30000001192093
-0.0030538594617319,-0.0030274677774105,-0.0030410843379436,0.34999999403954
-0.0034927645239536,-0.0035186760928593,-0.0034722543428757,0.40000000596046
-0.0024367975179034,-0.0024842255683445,-0.0024644967794464,0.44999998807907
-0.0021042761701225,-0.0020883550203391,-0.0020865359568363,0.5
-0.001917583723931,-0.0019291070353648,-0.0019379288035547,0.55000001192093
-0.00059678514297948,-0.00059567014217844,-0.00057011192448671,0.60000002384186
-0.0011548898266835,-0.0011781152202171,-0.0011944921166374,0.64999997615814
-0.00010754809372845,-0.00010031465639326,-0.0001092217405506,0.69999998807907
-0.0019223367657761,-0.00192868115697,-0.0019098366824022,0.75
-0.0024529690393522,-0.0024481171390728,-0.0024432569699237,0.80000001192093
-0.0010969557815062,-0.0011457731088563,-0.0011408956883302,0.85000002384186
-0.00085331929827049,-0.00087375740857984,-0.00083265370212117,0.89999997615814
1.3366324500334e-05,1.2645617552219e-05,-1.0038808439127e-05,0.94999998807907
2.0615687698519e-05,-2.1403068517025e-05,1.5270841941852e-08,1
-0.0012424259834234,-0.001186778608236,-0.0012166289262654,1.0499999523163
-0.0006911608142323,-0.00068206837535277,-0.00065712804956156,1.1000000238419
0.00053011556433821,0.00051633176319973,0.00049749531968516,1.1499999761581
-0.00087671476724219,-0.00086817113197935,-0.00085601570049689,1.2000000476837
-0.0031071501115565,-0.0031210043665797,-0.0031063311932876,1.25
-0.0016175814255104,-0.0016110565226564,-0.001645172405363,1.2999999523163
-0.001063776792919,-0.0010953733910345,-0.0010884378165459,1.3500000238419
-0.0013937959373386,-0.0013699289036247,-0.0014211374324303,1.3999999761581
-0.0015762923637718,-0.0015881551341899,-0.0015825334894045,1.4500000476837
-0.0031488220574213,-0.0031727579680252,-0.0031727193639671,1.5
-0.0032088175508242,-0.00319268675038,-0.0032283520438559,1.5499999523163
-0.0029668052733306,-0.0029729312311171,-0.0029469076834997,1.6000000238419
-0.0028403256450059,-0.0027929315282305,-0.0028411540351331,1.6499999761581
-0.0031618919305656,-0.0031728681742993,-0.0031803713378179,1.7000000476837
-0.0023029593463121,-0.0023102297684098,-0.0023486828372051,1.75
-0.0018571890653708,-0.0018277548627564,-0.0018314121583881,1.7999999523163
-0.0027846947240076,-0.0027979537366351,-0.0028024865363946,1.8500000238419
-0.0044160662729808,-0.0043897095290136,-0.0044005675243308,1.8999999761581
-0.0033139633301869,-0.0033423764189647,-0.0032969816943103,1.9500000476837
-0.0013478896621666,-0.0013167566665627,-0.0013382478468895,2
-0.0024365983282389,-0.0024244677941935,-0.0024021571552239,2.0499999523163
-0.0029729260772119,-0.0029872980783156,-0.0029570281061529,2.0999999046326
-0.003000475452742,-0.0030060544453941,-0.0030105597931449,2.1500000953674
-0.0036006966881063,-0.0035805188870111,-0.0035912021364405,2.2000000476837
-0.0043646535797938,-0.0044092357851361,-0.0043934720051397,2.25
-0.0042841081540271,-0.0042950427349199,-0.0043011670758698,2.2999999523163
-0.0044120753862881,-0.0044181846412146,-0.0044285311066198,2.3499999046326
-0.0055112436244282,-0.0055039330471705,-0.0055055039607954,2.4000000953674
-0.0055154685627468,-0.005473293916328,-0.0055012153349417,2.4500000476837
-0.0039206257728091,-0.0038916059077983,-0.003877374571753,2.5
-0.0047097391583364,-0.0047267467445119,-0.0047348849222581,2.5499999523163
-0.0049682734029144,-0.0049630094075629,-0.0049678212630215,2.5999999046326
-0.0056500754750575,-0.0056500464607287,-0.0055814599478702,2.6500000953674
-0.0057572661539584,-0.0057620277351019,-0.0057149031103554,2.7000000476837
-0.005649888876222,-0.0056340836805745,-0.0056620773713113,2.75
-0.0059412405101375,-0.0059172368461334,-0.005955589087647,2.7999999523163
-0.0065732602621839,-0.0065405685266321,-0.0065553066481277,2.8499999046326
-0.0071028939797926,-0.0071066094169654,-0.0071015343734812,2.9000000953674
-0.0060468642576718,-0.0060309973238499,-0.0060702359405215,2.9500000476837
-0.0053964416817731,-0.0054045206191498,-0.0054303637726518,3
-0.0045855500582749,-0.0046137207049094,-0.004598858807032,3.0499999523163
-0.0052476745071795,-0.0052739363511599,-0.0052506829972917,3.0999999046326
-0.005673451748591,-0.0056646901961032,-0.0056838875403661,3.1500000953674
-0.0059768478171475,-0.0059970698953241,-0.005959204479607,3.2000000476837
-0.0069088974282556,-0.0069182670487792,-0.0069236315398678,3.25
-0.0066221577519537,-0.0066143800220623,-0.006606998646243,3.2999999523163
-0.0066793301155412,-0.0066928355858403,-0.0066866213828088,3.3499999046326
-0.00591540715754,-0.0059122859944096,-0.0059115607696393,3.4000000953674
-0.0048826427449674,-0.0048838441226807,-0.0048946543293879,3.4500000476837
-0.0036017543935159,-0.0036071417429468,-0.0036058587168895,3.5
-0.0040694003483537,-0.0040464065910617,-0.0040488820975753,3.5499999523163
-0.0035746022018452,-0.0035364124511518,-0.0035464377439789,3.5999999046326
-0.0037643727177011,-0.0037420292451785,-0.0037344092262306,3.6500000953674
-0.0025537140069781,-0.0025372007967743,-0.0025299843239789,3.7000000476837
-0.0019897187745757,-0.0019904367754996,-0.0019537918379175,3.75
-0.0015532738691184,-0.0015356987802818,-0.0015367984529664,3.7999999523163
-0.0020213959269012,-0.0020271154716075,-0.0020453019859234,3.8499999046326
-0.0018520795640151,-0.001897396749293,-0.0018851215424189,3.9000000953674
-0.00093967486750517,-0.00098419144559486,-0.00099096596943979,3.9500000476837
-0.0020634162690523,-0.0020919821637998,-0.0020879888901268,4
-0.0027079700874331,-0.0027136489167355,-0.0027504802974714,4.0500001907349
-0.0018890056921725,-0.0018865955738556,-0.0019180422996208,4.0999999046326
-0.0034432422780088,-0.0034446441731232,-0.0034328405592969,4.1500000953674
-0.0029865358859564,-0.0029865712654671,-0.0029981674823358,4.1999998092651
-0.0030975345568948,-0.0030955829207153,-0.0031180607390907,4.25
-0.0027785937324801,-0.0027687967942348,-0.0027643571129525,4.3000001907349
-0.0024794728420177,-0.0024643366554893,-0.0024573941684648,4.3499999046326
-0.0030463327026152,-0.0030478253692967,-0.0030363550792785,4.4000000953674
-0.0029885817997519,-0.0029932088073738,-0.0030112274358498,4.4499998092651
-0.0013887982522861,-0.0014076425764592,-0.0014232453218101,4.5
-0.0011734692838464,-0.0011718180350289,-0.0011759095539725,4.5500001907349
-0.0005099731146052,-0.00052455835531845,-0.00054157735737403,4.5999999046326
0.00022866053385873,0.00023821434071027,0.00023984078587053,4.6500000953674
-7.905773318887e-05,-4.5453500436475e-05,-7.9562580462423e-05,4.6999998092651
-0.0011178187463165,-0.0010711325567372,-0.0011057713831048,4.75
0.0001457026285006,0.00015253824031645,0.00017369763206445,4.8000001907349
0.00037213257667123,0.00036991277282707,0.00040202450096354,4.8499999046326
0.0015795456503887,0.0016059489537702,0.0016103580574415,4.9000000953674
0.0016131643249402,0.0015972767537548,0.0016208324727587,4.9499998092651
0.0036482664262607,0.003656811950674,0.0036522131075054,5
0.0030833544019751,0.0030682897273821,0.0030827157940951,5.0500001907349
0.0030917011865642,0.0030866492031254,0.0030997651264612,5.0999999046326
0.0024571810698941,0.002462199370939,0.0024712963700314,5.1500000953674
0.0026393113909993,0.0026473548211624,0.0026321891244608,5.1999998092651
0.0012670133329585,0.001243871513016,0.0012629541258077,5.25
0.0024278589443788,0.0024070176335421,0.0024418146334836,5.3000001907349
0.0013508757073302,0.00135677250621,0.0013636971880551,5.3499999046326
0.0015977433878892,0.0016174002668083,0.0016030041436682,5.4000000953674
0.0013551226110122,0.0013564473104184,0.0013427002430714,5.4499998092651
0.0030079965078526,0.0030327460591347,0.0030472189866196,5.5
0.0034566001517758,0.0034459263650038,0.0034413211199784,5.5500001907349
0.003156844752555,0.0031479898347924,0.0031478183458471,5.5999999046326
0.0045289567818381,0.0045294485283766,0.0045341873900035,5.6500000953674
0.0041453882911723,0.0041463427353808,0.0041841466165198,5.6999998092651
0.0045406557187234,0.0045360569572654,0.0045324608253616,5.75
0.0039325836898612,0.0039046345819427,0.0038979420467071,5.8000001907349
0.0046431036188203,0.0046831661012352,0.0046725709257039,5.8499999046326
0.0049956779141684,0.005032108707086,0.0050383353448667,5.9000000953674
0.005118450841913,0.0051379337466948,0.0051618369817946,5.9499998092651
0.0045473484151582,0.0045632983725812,0.0045535376920347,6
0.0044804330827344,0.0044946978694423,0.0044917593809795,6.0500001907349
0.0044661643603686,0.0044567331615721,0.0044521295713879,6.0999999046326
0.0049275234129146,0.0049031108366937,0.004894099151663,6.1500000953674
0.0041189819459772,0.004100042644033,0.004111738651503,6.1999998092651
0.0034372206342484,0.0034437135951018,0.003444187937973,6.25
0.0035930384256537,0.0036363806874551,0.0036282586335564,6.3000001907349
0.0034829179521105,0.0034824696224881,0.0034813726062065,6.3499999046326
0.0024308341684115,0.0024538240495386,0.0024072851282961,6.4000000953674
0.0035810181007795,0.0035911567830614,0.0035715689385405,6.4499998092651
0.0039131448970287,0.003906253199324,0.0038793317651705,6.5
0.0038444455230403,0.0038361999652689,0.00383973357148,6.5500001907349
0.0039022974548578,0.003887369438623,0.0039239593405762,6.5999999046326
0.0048364289630087,0.0048099646065957,0.0048452310436119,6.6500000953674
0.0050080174298704,0.005000184944951,0.0050001161917825,6.6999998092651
0.0050222383655584,0.0050151426102778,0.0050096594652605,6.75
0.0044540374967668,0.0044675786255228,0.0044617828008722,6.8000001907349
0.0048097485423848,0.0047988114774733,0.0047823932257606,6.8499999046326
0.0045585341212343,0.0045547643445976,0.0045660608868917,6.9000000953674
0.0062061733641585,0.0061935990627823,0.0061911364660686,6.9499998092651
0.0059005422415574,0.0058813277326769,0.0058528927905769,7
0.0048604624298034,0.0048400655921054,0.0048381073266952,7.0500001907349
0.0055922904004528,0.0056061358551257,0.0056127413084268,7.0999999046326
0.0057351946216844,0.0057546463156128,0.0057750821338732,7.1500000953674
0.0064772529191325,0.0064838672119828,0.006482726444209,7.1999998092651
0.0053671123232522,0.0053598468378539,0.0053518789422713,7.25
0.0051392470973607,0.005170504227768,0.0051276549438844,7.3000001907349
0.0052245185656694,0.0052421843273413,0.0052464722232047,7.3499999046326
0.0054134623905923,0.0054129721609915,0.0054156156341191,7.4000000953674
0.0042351225238271,0.0042579778496794,0.0042646908452544,7.4499998092651
0.0036440671890215,0.0036605698808094,0.003605967767702,7.5
0.0035347748807622,0.0035055005567585,0.0035095390862842,7.5500001907349
0.0049616012388933,0.0049705873522447,0.0049683970089385,7.5999999046326
0.0048504770648431,0.0048611124538378,0.0048549351914796,7.6500000953674
0.0056910485003782,0.0056789706464115,0.005687578650886,7.6999998092651
0.0060887596823603,0.0060975436182022,0.0060812914340975,7.75
0.006100942222157,0.0061162956164569,0.006118324972915,7.8000001907349
0.0056148377977636,0.0056032418013426,0.0056103460207571,7.8499999046326
0.0055397466971703,0.0055285829151047,0.0055120839500105,7.9000000953674
0.0049167894414543,0.004922041675675,0.0049089397077484,7.9499998092651
0.0052534834676996,0.0052262865033894,0.0052582220821586,8
0.0050811740760335,0.0050646649492768,0.0050973947001417,8.0500001907349
0.004376166763429,0.0043438067476163,0.004376057126326,8.1000003814697
0.0034116320622662,0.0034217003481307,0.0034184233762193,8.1499996185303
0.003591422045375,0.0035904250305002,0.0035806339164377,8.1999998092651
0.0036201034475728,0.0036231765041414,0.0036215516221466,8.25
0.0048599621742168,0.0048544850336132,0.0048543423233425,8.3000001907349
0.0051750786090448,0.0051876204761744,0.0051807590022057,8.3500003814697
0.0047102113970743,0.0047504360806452,0.004745621377615,8.3999996185303
0.0048076970586672,0.0047760829230667,0.0047934947124072,8.4499998092651
0.0041525703431204,0.0041322806092533,0.004111791708495,8.5
0.0038136980195484,0.0038040438962089,0.0037986775290185,8.5500001907349
0.0027550139809075,0.0027704572102695,0.0027655116756846,8.6000003814697
0.0014789545990065,0.0015059438551317,0.0014993461459952,8.6499996185303
0.0024394705481093,0.0024327045165751,0.0024312096745161,8.6999998092651
0.0013725735675615,0.0013816683399394,0.0013779263152286,8.75
0.0026897152066518,0.0026747040633018,0.0026720677879167,8.8000001907349
0.0030063672527164,0.0030195487027366,0.0029958253557251,8.8500003814697
0.0036428532727785,0.0036329594443952,0.0036143472602632,8.8999996185303
0.0048750384632917,0.0048526891293226,0.0048564547688218,8.9499998092651
0.0045156875896453,0.0045276108194674,0.0045399130424055,9
0.0046536656871672,0.0046513412202371,0.0046675778293774,9.0500001907349
0.0050692570926366,0.0051075143201586,0.0051134807821162,9.1000003814697
0.004705347547701,0.0047012411491534,0.0047022484229833,9.1499996185303
0.0051900053796848,0.0052155784134612,0.0052242521235099,9.1999998092651
0.004880441192373,0.0049294714359249,0.0049016391064447,9.25
0.004756528937104,0.004787709082378,0.0047701145677241,9.3000001907349
0.003558414310198,0.003559639450174,0.0035369383148679,9.3500003814697
0.0049475630421527,0.0049327651360587,0.0049591574682811,9.3999996185303
0.0059817740779295,0.0059653808464435,0.0059704053005214,9.4499998092651
0.0049696801341032,0.0050075639108492,0.0049715835176166,9.5
0.0052062208493904,0.0051981037434229,0.0052158810348884,9.5500001907349
0.0051209416060461,0.0051175905883529,0.0051335450924305,9.6000003814697
0.0047043437226164,0.0046918103485707,0.0047253275622893,9.6499996185303
0.0040892936019577,0.0041283931065361,0.0041044435237921,9.6999998092651
0.0028501328646503,0.0028648859655665,0.0028342407473888,9.75
0.0039796497240723,0.003959325504014,0.0039519295525384,9.8000001907349
0.0050383910076529,0.0050378497198693,0.0050106683052984,9.8500003814697
0.00567256324019,0.005645408016108,0.0056420198125162,9.8999996185303
0.0052802812401784,0.005278669771527,0.0052418509841127,9.9499998092651
0.0040667108755376,0.0040668563102376,0.004106304779216,10
0.0042904833905208,0.0043040015304334,0.0042867938927337,10.050000190735
0.0052296806720193,0.0052417101359742,0.0052347925049755,10.10000038147
0.0065980069709999,0.0065911134034034,0.0066021667132614,10.14999961853
0.0060442268710416,0.0060547103084179,0.0060225028398121,10.199999809265
0.005800796314097,0.0057967394556724,0.0057955320372246,10.25
0.0057457403263567,0.0057730059409571,0.0057600360907135,10.300000190735
0.0073876872957318,0.0073524471574938,0.0073495629112882,10.35000038147
0.007628093555195,0.0076668346943777,0.0076755220075538,10.39999961853
0.008282210027423,0.0082738729817902,0.0082908937420214,10.449999809265
0.0074173792656909,0.0074214824475325,0.0074264149908258,10.5
0.0067677105608007,0.0067773765106591,0.006759390713487,10.550000190735
0.0072601509469997,0.0072536717993065,0.0072854958967435,10.60000038147
0.0077294647387431,0.0076958939966499,0.0077115595344117,10.64999961853
0.0092294381930173,0.00919688443951,0.0091987438806855,10.699999809265
0.008868137981383,0.008882314211617,0.0088867618947337,10.75
0.0084805614269688,0.0085310846461493,0.008509979753099,10.800000190735
0.0080548825758088,0.0080102342876663,0.0080497293445721,10.85000038147
0.0074848749096714,0.0074646524325297,0.0074650086172837,10.89999961853
0.0070383594424593,0.0070061746383345,0.0069966136123616,10.949999809265
0.0064869011240637,0.0064863756300849,0.006499038021593,11
0.0069475882388625,0.0069433540494612,0.0069714609146357,11.050000190735
0.0068690245874207,0.0068740969394953,0.0068877021822839,11.10000038147
0.0069436777157058,0.0069381586687173,0.0069467419143797,11.14999961853
0.0058077635448235,0.0058590962662325,0.0058598223522615,11.199999809265
0.0072695190310048,0.0072712498626133,0.0072560269345533,11.25
0.0065915811895082,0.0066040252522852,0.0066156355840356,11.300000190735
0.0068346972935663,0.006858550541243,0.0068395299662418,11.35000038147
0.0075005374699894,0.0075402660484488,0.0075229741775802,11.39999961853
0.008952056163519,0.0089567904097908,0.0089653422208506,11.449999809265
0.010063182847963,0.010055868508165,0.01007848472158,11.5
0.010314251023548,0.010364481071708,0.010363144850884,11.550000190735
0.0099230818746093,0.0099116404637149,0.0099012839527068,11.60000038147
0.0097262297930908,0.0097387860739987,0.0097317795869117,11.64999961853
0.0097543829002513,0.0097679574845957,0.0097757879964554,11.699999809265
-0.73963003078485,-0.28433899821701,0.75916545666778,11.75
-0.70303676283908,-0.27146921747089,0.72028609577616,11.800000190735
-0.66666234539615,-0.25750443710208,0.68502064439893,11.85000038147
-0.63295317588994,-0.24498169894671,0.65072504965135,11.89999961853
-0.59877579174685,-0.23093042618851,0.62032687022526,11.949999809265
-0.56811522704916,-0.21925365583286,0.58968117009947,12
-0.53862679918558,-0.20776434451039,0.5609665126632,12.050000190735
-0.51082299867528,-0.19697730818234,0.53351291638527,12.10000038147
-0.48450427090439,-0.18682242708902,0.50735315974169,12.14999961853
-0.4584822843658,-0.176136271388,0.48351757439787,12.199999809265
-0.43451410162585,-0.16660656965417,0.46020829335263,12.25
-0.41253910183792,-0.15834256308504,0.43727268913426,12.300000190735
-0.39202915912758,-0.15088644927293,0.41512082520142,12.35000038147
-0.3727519441018,-0.14393158612342,0.3938586746102,12.39999961853
-0.35410518887187,-0.13696749462346,0.37403576236977,12.449999809265
-0.33476661965389,-0.12873471537163,0.35683422199975,12.5
-0.31554972951737,-0.12001623436586,0.34134270440152,12.550000190735
-0.30070707828454,-0.11511526999356,0.32323240126161,12.60000038147
-0.28593905917042,-0.10979530811403,0.30673410775822,12.64999961853
-0.27149806643136,-0.10430861727207,0.29150498368988,12.699999809265
-0.25770127928142,-0.098967602645401,0.27703253405141,12.75
-0.2443285063753,-0.093673282467508,0.26356703211797,12.800000190735
-0.23212664587128,-0.089146084266996,0.25029575246066,12.85000038147
-0.21920919664155,-0.083446083955121,0.23905362734607,12.89999961853
-0.20780604618501,-0.07888409130372,0.22751635132361,12.949999809265
-0.19768099891374,-0.07532902291162,0.21581027927267,13
-0.18676292038419,-0.070568046219948,0.20604497546169,13.050000190735
-0.1770573502273,-0.06676756840091,0.19607264175568,13.10000038147
-0.17002802157113,-0.065317607961629,0.18438701284809,13.14999961853
-0.16067409286262,-0.061223817126431,0.17602387927856,13.199999809265
-0.15291550921291,-0.058491499598399,0.1668825757014,13.25
-0.14502521830712,-0.055382488488442,0.15874781363361,13.300000190735
-0.1375513560677,-0.052404125194009,0.15106544139425,13.35000038147
-0.12901331628294,-0.048175208754379,0.1451035418104,13.39999961853
-0.12261272952401,-0.045840374715966,0.13780903334886,13.449999809265
-0.11601157315935,-0.043119113493981,0.13134786036754,13.5
-0.10984267637154,-0.040632660769797,0.1251170666934,13.550000190735
-0.10513125473546,-0.03937777330263,0.11807460819071,13.60000038147
-0.098397917215211,-0.035993890173629,0.11366218662922,13.64999961853
-0.093130064937167,-0.033798290392296,0.10831447237583,13.699999809265
-0.087870914552404,-0.03155702948618,0.10350598256999,13.75
-0.082510235711496,-0.029015209333945,0.099258601308403,13.800000190735
-0.077364250475157,-0.026589168323064,0.095349286169418,13.85000038147
-0.073322982230076,-0.02509473769176,0.090736635445448,13.89999961853
-0.070012089531538,-0.024182229686291,0.085819970985777,13.949999809265
-0.066286802869897,-0.022776281592665,0.08173749446108,14
-0.062242509809783,-0.020929951361675,0.078365659940688,14.050000190735
-0.057558117850003,-0.01830715274362,0.076045511122556,14.10000038147
-0.053122253988939,-0.015851953315621,0.073760477766962,14.14999961853
-0.050212741031969,-0.014775249002248,0.070373783990117,14.199999809265
-0.046433887988741,-0.012805532454605,0.068072139237497,14.25
-0.044510134664535,-0.012548113227139,0.064276475077653,14.300000190735
-0.041599742761241,-0.011227441249809,0.061773074090684,14.35000038147
-0.038583169951694,-0.0097584608684619,0.059598344382905,14.39999961853
-0.034525577196782,-0.0071278835923217,0.058768119973607,14.449999809265
-0.032666748920716,-0.0066757252425404,0.055962298050476,14.5
-0.030141052831841,-0.0054204322677033,0.054040312597046,14.550000190735
-0.027671419721512,-0.004196036892098,0.052302015393909,14.60000038147
-0.025253773201479,-0.0029685525958416,0.050694029151235,14.64999961853
-0.024129418472699,-0.0029784872419373,0.048007290589233,14.699999809265
-0.021277887191648,-0.0011680202215714,0.047278425324203,14.75
-0.02005646718224,-0.00097545557457812,0.045070542600741,14.800000190735
-0.018502247462192,-0.00037879197383278,0.04334945056831,14.85000038147
-0.01674934821995,0.00050128710055538,0.042015125284814,14.89999961853
-0.014938307741442,0.001427756282631,0.040893492630857,14.949999809265
